id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
607050061721711577,Spa Villa with Media&Gaming Rooms,44821743,Hakima,,Upper Kedron - Ferny Grove,-27.41056,152.92125,Entire home/apt,565,3,21,2025-02-21,0.57,1,247,1,
607715243154459244,Cfamily H02 single bedroom coopersplains,12037538,Cfamily,,Coopers Plains,-27.56136,153.04644,Private room,50,1,17,2025-03-22,0.49,30,166,6,
607818880019013040,Breathtaking View Luxury Entire Apartment +Parking,454841171,Christine,,South Brisbane,-27.47117,153.01656,Entire home/apt,225,2,29,2025-05-11,0.77,1,123,6,
608134509509702676,Cfamily W04 single bedroom sunnybank,12037538,Cfamily,,Sunnybank,-27.57624,153.06167,Private room,,1,31,2024-08-19,0.86,30,89,3,
609697625431847282,Cfamily H01 double bedroom coopersplains,12037538,Cfamily,,Coopers Plains,-27.56002,153.04474,Private room,50,3,10,2025-03-10,0.27,30,56,4,
610950036342632524,Brighton Palms Guesthouse,95421198,Citlali,,Brighton (Qld),-27.30610253318695,153.0451934885839,Entire home/apt,115,2,133,2025-06-08,3.80,1,194,40,
611770262165853334,"Great 4-bedroom house w pool,  close to Southbank",158338193,Mats,,South Brisbane,-27.48654,153.02355,Entire home/apt,,21,12,2024-12-10,0.41,1,0,3,
611791071147808189,Walkabout Creek B&B Private Studio,78389810,Tallulah,,Enoggera Reservoir,-27.44279,152.92671,Entire home/apt,81,1,102,2025-05-30,2.70,1,96,31,
611829066472470097,Convenient 2 Bedroom Unit in Paddington,25719050,Ashleigh,,Paddington - Milton,-27.46613,152.99471,Entire home/apt,175,2,92,2025-05-31,2.43,1,114,33,
613395117201068400,Chermside deluxe 3 bedroom brand new apartment,456078677,Wendy,,Chermside,-27.38664,153.02879,Entire home/apt,359,2,35,2025-05-05,0.98,4,297,10,
613625644931762254,Spacious and Superb 3-Bed Apartment,279001183,MadeComfy,,Bulimba,-27.45038,153.05872,Entire home/apt,251,3,55,2025-02-23,1.48,93,284,9,
614040825782811582,Tropical Oasis in Brisbane close to city/airport.,20557331,Shane,,Nudgee - Banyo,-27.36254,153.08643,Entire home/apt,324,2,75,2025-05-31,2.08,1,215,28,
615997808845764174,Funky Studio/1BRM- Short walk to SthBank & WestEnd,456684540,Jacqueline,,South Brisbane,-27.474373,153.013062,Entire home/apt,162,2,230,2025-06-01,6.11,1,125,75,
616059505455660250,Heritage-listed prestige apartment in Teneriffe,13245449,Stephen,,Newstead - Bowen Hills,-27.45656,153.04853,Entire home/apt,341,8,24,2025-05-19,0.64,1,212,8,
616884139149613860,South Brisbane private apartment 2beds 2baths 1car,456860997,Truc,,South Brisbane,-27.4783,153.01832,Entire home/apt,225,3,7,2025-05-06,0.19,1,139,1,
617383271705019843,The Leaf Home / Secure yard/ Carpark/ Pets,402581840,Hollie,,Ascot,-27.42971,153.07246,Entire home/apt,,5,6,2024-12-26,0.18,5,0,2,
618527911998322780,Relaxing large home with a beautiful outdoor patio,137764797,Heather,,Wynnum,-27.439,153.15666,Private room,99,7,7,2025-04-21,0.19,1,37,2,
619029816571963931,Stylish 2BRM Apt near Gabba w/ Free Parking & WiFi,78924442,Lee And Bella,,East Brisbane,-27.48179,153.04244,Entire home/apt,,1,61,2025-05-19,1.63,286,353,11,
619042107749801308,Spacious 2BRM Apt Close to Gabba w/ Parking & Wifi,78924442,Lee And Bella,,East Brisbane,-27.48311,153.04341,Entire home/apt,135,1,75,2025-05-21,2.00,286,340,19,
619050040931052180,"Stylish 3BRM Apt w/ City Views,Free Parking & WiFi",78924442,Lee And Bella,,East Brisbane,-27.48325,153.04373,Entire home/apt,176,1,92,2025-01-24,2.46,286,351,17,
623339035899341054,Toohey Cottage,3393473,Karen,,Moorooka,-27.53773,153.03398,Entire home/apt,,4,35,2025-06-01,1.52,1,0,16,
623516880199781608,Room 3 double story house in Sunnybank,158952816,Lindsay,,Sunnybank,-27.58802,153.0652,Private room,62,1,167,2025-05-21,4.48,4,18,42,
623983771035883887,Charming Queenslander With Sauna,121521815,Tayla,,Paddington - Milton,-27.4586,152.99389,Entire home/apt,,1,105,2024-03-30,2.93,1,0,0,
624130431370388678,Cosy Two Bedroom Condo with Pool and A/C,458499191,Nazmus,,Toowong,-27.48344,152.99502,Entire home/apt,180,2,79,2025-06-01,2.22,1,189,25,
624162234822814617,Two Bedroom Loft Style Unit with Pool & Parking,161218980,Kangaroo Point Real Estate,,Kangaroo Point,-27.46928,153.0376,Entire home/apt,200,5,21,2025-05-19,0.57,16,238,3,
624393285548760214,New Modern apartment next to Westfield Chermside,456078677,Wendy,,Chermside,-27.38806,153.03005,Entire home/apt,151,2,24,2025-05-10,0.69,4,270,9,
624714088709246642,Utopia Suites Luxe Sky Home City Views 2Br/2Ba/Pk,63028156,George,,Fortitude Valley,-27.456226,153.0354,Entire home/apt,194,1,80,2024-03-14,2.16,23,198,0,
624779112135076602,Peaceful One Bedroom Residence with Parking,160241246,Finespot,,Greenslopes,-27.500764541736245,153.0432117165329,Entire home/apt,170,2,32,2025-05-26,1.26,12,363,16,
625222075996913085,Sleek 2-Bed with Balcony and Communal BBQ Area,279001183,MadeComfy,,New Farm,-27.46224,153.04026,Entire home/apt,194,3,34,2024-11-21,0.99,93,191,7,
625500764838674886,Private Room{Ensuite} In An Apartment @The Valley,157130244,Ugo,,Fortitude Valley,-27.45604,153.03855,Private room,120,1,70,2025-04-11,1.87,1,87,22,
626323022696066658,Prime position 1.5 BR w/ view/ parking / roof pool,63028156,George,,Fortitude Valley,-27.456347,153.035324,Entire home/apt,421,1,61,2025-04-20,1.65,23,331,1,
626446352788251002,"Cosy, green home in Forest Lake",459009519,Ishara,,Forest Lake - Ellen Grove,-27.62999,152.95398,Entire home/apt,428,3,43,2025-05-04,1.17,1,250,10,
627012177866152795,Lovely 2 Bedroom Queens Apartment in Brisbane,130980238,Seabeda,,Brisbane City,-27.46278,153.032,Entire home/apt,501,3,0,,,1,363,0,
629303244615059065,Tallywood Auchenflower. 3 apartments,4206298,Jennifer,,Auchenflower,-27.47208,152.9891,Entire home/apt,600,28,0,,,22,313,0,
631361700325795922,Tangalooma Beachfront Villa 23,30558520,Paula,,Moreton Island,-27.178221,153.373001,Entire home/apt,300,2,9,2025-05-02,0.25,30,241,3,
632894499783988502,Bulimba’s Home from Home,73511490,David James,,Bulimba,-27.44354,153.05866,Entire home/apt,292,1,11,2025-03-21,0.37,7,340,4,
634116215964400199,Ensuite Room in the heart of New Farm,15862282,Burak,,New Farm,-27.462194,153.0401,Private room,,4,8,2024-10-15,0.25,2,0,3,
634527421395502614,"Sprawling + bright West End aerie w/ pool, parking",9627204,Sam,,West End,-27.47642,153.00639,Entire home/apt,,65,26,2025-02-03,0.71,2,77,8,
636299561347299106,Lovely 1 bed apartment with views just 1k from CBD,2828094,Nicola,,South Brisbane,-27.474373,153.013062,Entire home/apt,159,2,46,2025-05-06,1.28,1,5,18,
637865650088034165,Spacious 3BRM Apt Near Gabba w Free Parking & WiFi,78924442,Lee And Bella,,East Brisbane,-27.48251,153.04321,Entire home/apt,169,1,83,2025-04-19,2.26,286,357,12,
637877131220726493,"Cozy Studio Near Gabba w/ AC, Comfy Bed & Laundry",78924442,Lee And Bella,,East Brisbane,-27.48244,153.04393,Entire home/apt,107,1,57,2025-05-14,1.56,286,304,22,
637890766069949361,"Cozy Studio near Gabba w AC, Free Laundry & Q Bed",78924442,Lee And Bella,,East Brisbane,-27.48362,153.04183,Entire home/apt,111,1,91,2025-04-05,2.48,286,343,26,
638570717078135539,3 bedroom city apartment with amazing river views,81408648,Anissa,,Brisbane City,-27.471903,153.024948,Entire home/apt,657,4,3,2025-01-07,0.12,3,130,1,
639016765424808364,Fantastic Woolstore location in Teneriffe Brisbane,393990420,James,,Newstead - Bowen Hills,-27.45361,153.04973,Entire home/apt,128,2,118,2025-06-03,3.23,2,222,38,
640124437078852623,Luxury 5 bed rooms,221786140,Victoria,,Kuraby,-27.60013,153.10192,Private room,,7,11,2024-05-20,0.30,15,0,0,
640306891331786834,New Farm House + Pool,23875919,Holly,,New Farm,-27.46191,153.04416,Entire home/apt,265,2,85,2025-04-15,2.33,17,210,22,
640840709268833608,Stylish Valley Pad w Mountain Views & Rooftop Pool,78924442,Lee And Bella,,Fortitude Valley,-27.45513,153.0322,Entire home/apt,155,1,99,2025-05-01,2.72,286,338,20,
642300007969978690,Large 2-bedroom apartment with big balcony,31761510,Danielle,,Toowong,-27.48056,152.99643,Entire home/apt,160,90,6,2025-03-12,0.19,2,93,2,
643615708443497110,Lvl30 Garden/River views Balcony Pool Wifi Parking,53227228,Karen,,Brisbane City,-27.47082,153.02981,Entire home/apt,381,1,35,2024-12-30,0.97,12,137,1,
644542446667704428,Family Fave for Long Stays,13657485,Angela,,Nudgee - Banyo,-27.37464,153.07308,Entire home/apt,243,45,2,2023-08-08,0.06,5,53,0,
645139468185780331,Little Single Bedroom next to Roma Park + FREE BUS,434053004,Sara,,Spring Hill,-27.46431,153.0216,Private room,84,1,116,2025-06-05,3.27,7,252,48,
645376135175389149,Top of the Town! 2Bed/2Bath/1Car/Balcony/Views~CBD,3384506,Andy,,Brisbane City,-27.46475,153.02984,Entire home/apt,280,7,93,2025-06-01,2.58,120,31,50,
645770381375641122,"Stylish central apartment w. pool, gym and more",141418263,Kateryna,,South Brisbane,-27.47319,153.01407,Entire home/apt,246,2,160,2025-05-31,4.45,1,74,42,
645860534869726470,★51★CityVibes★Wifi★Netflix★Parking★Pool★Views★,53227228,Karen,,Brisbane City,-27.47093,153.0283,Entire home/apt,233,1,65,2025-06-06,1.81,12,176,22,
645990984065038612,Lovely private room & bathroom in large apartment,31761510,Danielle,,Toowong,-27.48066,152.99664,Private room,,2,46,2024-12-12,1.55,2,1,5,
646818595371453150,"Private place, Granny Flat.",50016162,Roma,,Wishart,-27.55642,153.09918,Entire home/apt,92,3,28,2025-06-08,0.79,2,313,10,
648111093552363149,"Convenient, private stay, 2 x Queen beds",31122293,Kimberley,,Ascot,-27.43517,153.06489,Entire home/apt,90,5,23,2024-09-27,0.70,1,251,1,
648640354168363209,Stylish Valley Pad w/ Spectacular Rooftop Pool,78924442,Lee And Bella,,Fortitude Valley,-27.45459,153.0312,Entire home/apt,127,1,130,2025-05-23,3.57,286,347,44,
648757623104400191,Adina 1BR Brisbane Walk To Queen St Mall,420886736,Paul,,Brisbane City,-27.46669,153.02595,Entire home/apt,226,3,37,2025-04-22,1.06,3,328,7,
648912750964021533,Cozy Studio in Adina Brisbane CBD Anzac Square,420886736,Paul,,Brisbane City,-27.4666883,153.0259469,Entire home/apt,172,2,28,2025-03-30,0.78,3,341,4,
649008844716808499,Home away from Home! 2Bed/1Bath/Car/Pool~2kms CBD,3384506,Andy,,Fortitude Valley,-27.45321,153.03138,Entire home/apt,278,7,74,2025-05-06,2.06,120,42,33,
649355754687556261,Spacious 1Bed Apartment Close to Botanic Gardens,35111594,James,,Brisbane City,-27.47262,153.02916,Entire home/apt,143,2,97,2025-06-04,2.69,1,325,22,
649474806554525885,South Bank and city. Nice apartment,48206443,Maria,,South Brisbane,-27.47211,153.0178,Entire home/apt,,1,18,2025-03-16,0.51,5,0,8,
649615960800996514,"Bright & Cozy 2 Bedroom In South Bank, Brisbane",138649185,Sidharth,,South Brisbane,-27.47699,153.01634,Entire home/apt,506,3,0,,,45,363,0,
649657713617176389,A Homey 2 BR Apartment in Brisbane City,138649185,Sidharth,,Brisbane City,-27.46723,153.02806,Entire home/apt,560,3,0,,,45,363,0,
649679561616920702,Stylish courtyard Woolstore,10440464,Jonathan,,Newstead - Bowen Hills,-27.45788,153.04858,Entire home/apt,,90,28,2024-12-27,0.81,14,13,3,
650887862509177376,Your oasis in western Brisbane,464118186,John,,Fig Tree Pocket,-27.51758,152.95871,Entire home/apt,280,2,3,2025-06-03,0.09,1,318,2,
651076737337278429,CASSA ONE - Riverside Serenity w/ Media Room,464306667,The Cassa,,Brisbane City,-27.4705056,153.0219312,Entire home/apt,177,2,30,2025-03-20,0.89,31,70,9,
651792543197941843,CASSA ONE - Luxurious Urban Living w/ Riverview,464306667,The Cassa,,Brisbane City,-27.4705056,153.0219312,Entire home/apt,195,2,28,2025-05-24,0.80,31,143,2,
651806772141858656,CASSA ONE - Luxury & Private 1b Apt in Bne CBD,464306667,The Cassa,,Brisbane City,-27.4705056,153.0219312,Entire home/apt,177,2,25,2025-01-19,0.73,31,68,6,
651816648190203996,"CASSA ONE - Luxury 1Bed Apt w/ Gym, pool, BBQ",464306667,The Cassa,,Brisbane City,-27.470414,153.0219769,Entire home/apt,177,2,49,2025-05-13,1.39,31,77,11,
651819719309011269,CASSA ONE - Luxury Riverside Living in BNE CBD,464306667,The Cassa,,Brisbane City,-27.4705056,153.0219312,Entire home/apt,195,2,59,2025-04-19,1.70,31,135,11,
651822110587098298,CASSA ONE - Luxury River-View 1 Bed Apt in Brisban,464306667,The Cassa,,Brisbane City,-27.4705056,153.0219312,Entire home/apt,177,2,36,2025-06-03,1.02,31,23,13,
651822901861026197,CASSA ONE - Luxury 2b Apt in Brisbane City w/ Pool,464306667,The Cassa,,Brisbane City,-27.4705056,153.0219312,Entire home/apt,214,2,18,2024-12-17,0.50,31,19,4,
651824314845215504,CASSA ONE - Luxury River-View 1Bed Apt in Bne CBD,464306667,The Cassa,,Brisbane City,-27.4705056,153.0219312,Entire home/apt,177,2,74,2025-05-05,2.08,31,68,22,
651839868022662842,"One bedroom, private bathroom, separate entrance",23361729,Alessandro,,Toowong,-27.4815414,152.9863688,Private room,72,3,81,2025-06-05,2.28,1,185,28,
653041826987556558,Stylish Pad w/ Amazing Rooftop Pool & Car Park,78924442,Lee And Bella,,Fortitude Valley,-27.45528,153.03369,Entire home/apt,145,1,110,2025-05-22,3.07,286,357,33,
653086349967456115,Sarah's River City Retreat,29022254,Sarah,,Brisbane City,-27.46246,153.03362,Entire home/apt,,5,18,2025-01-28,0.54,2,0,7,
653125213871015164,Stunning Sub-Penthouse & Breathtaking River Views,67533786,Tricia,,Brisbane City,-27.4686387,153.0193924,Entire home/apt,,2,21,2024-11-10,0.61,3,0,3,
653819486713352529,3 Bedroom Home with Park Views 15 Min to City,63314604,Ben,,Rocklea - Acacia Ridge,-27.55555,153.01718,Entire home/apt,216,2,78,2025-05-24,2.24,1,288,20,
654865002154311188,"Pool, Free Carpark, Gym, Compact and Cosy Studio",97177917,Olivia,,South Brisbane,-27.4733,153.01271,Entire home/apt,154,1,128,2025-06-04,3.56,129,173,50,
655257163594230850,Stylish 3BRM Apt near Gabba w/ Free Parking & WiFi,78924442,Lee And Bella,,East Brisbane,-27.48205,153.04383,Entire home/apt,158,1,76,2025-04-28,2.13,286,359,15,
655274670488742255,Lovely 3BRM Apt near Gabba w/ Free Parking & WiFi,78924442,Lee And Bella,,East Brisbane,-27.48373,153.04305,Entire home/apt,163,1,68,2025-04-29,1.90,286,341,16,
657438569836525440,Parking sauna pool gym spa Fresh dble room ensuit,25009494,Bronia,,Fortitude Valley,-27.46085,153.03717,Private room,102,1,375,2025-06-07,10.46,1,55,138,
658303574534961324,Luxurious 1 Bedroom for 2 in Brisbane City,138649185,Sidharth,,Brisbane City,-27.47238,153.02539,Entire home/apt,669,3,0,,,45,363,0,
658315085998609205,Heart of Brisbane; George St. 1-bedroom,138649185,Sidharth,,Brisbane City,-27.47231,153.02588,Entire home/apt,500,3,0,,,45,363,0,
658348198001117006,"Lovely, bright two bedroom apartment, free parking",130983048,Jessica,,Clayfield,-27.42105,153.04994,Entire home/apt,155,7,17,2025-05-29,0.88,1,11,14,
659249296528518536,Luxury 1Bed Skytower | Stunning City & River Views,465192823,James,,Brisbane City,-27.47207,153.02994,Entire home/apt,171,2,120,2025-06-01,3.40,1,293,46,
659764207908948583,Heart of Brisbane; George St. 1-bedroom,138649185,Sidharth,,Brisbane City,-27.47135,153.02399,Entire home/apt,530,3,0,,,45,364,0,
659796161309545454,Home from Home 6 Guests Max (Heated Pool Oct-May),466653042,Shaun And Kim,,Jindalee - Mount Ommaney,-27.541597218155744,152.94141535767213,Entire home/apt,157,4,77,2025-05-26,2.16,1,290,26,
660237075366055957,Brisbane CBD 1-BR Unit across from Central Station,152296884,Louise,,Brisbane City,-27.46670861327476,153.02562341094017,Entire home/apt,118,2,83,2025-06-06,2.34,1,7,17,
660494027386687217,"Stylish Apt w Mountain Views, Car Park & Roof Pool",78924442,Lee And Bella,,Fortitude Valley,-27.45637,153.03204,Entire home/apt,124,1,139,2025-05-26,3.88,286,352,50,
662557177360303573,2-bedroom self contained unit in Mount Gravatt,60666067,Ilinca,,Mount Gravatt,-27.53915,153.07479,Entire home/apt,133,2,37,2025-05-12,1.05,1,83,24,
662732003454123457,Urban Retreat -Newly Renovated ‘Loft Style’,457988253,Bee,,New Farm,-27.4619,153.04322,Entire home/apt,310,2,15,2025-05-17,0.53,1,353,7,
663214737468184034,"Modern 2 Bedroom apt w/ pool, large balcony, views",284189960,Paola,,West End,-27.48491,152.9995,Entire home/apt,,3,17,2025-01-16,0.56,2,0,7,
663230160572806363,Cozy Ensuite 10min to city & airport  free parking,47925891,Mana,,Windsor,-27.4332,153.03142,Private room,86,1,37,2025-05-21,1.05,1,42,7,
663252431095734882,Luxe 3 Bed Penthouse Resort style complex,63028156,George,,Fortitude Valley,-27.4562267,153.0354082,Entire home/apt,886,1,53,2025-05-29,1.53,23,273,2,
663435713670093470,2 Bedroom In Bustling Brisbane CBD,156409670,Tushita,,Brisbane City,-27.47132,153.02676,Entire home/apt,520,3,0,,,15,359,0,
664063873479068038,Stylish 2BRM Apt Close to Gabba w/ Parking & Wifi,78924442,Lee And Bella,,East Brisbane,-27.48188,153.04205,Entire home/apt,135,1,77,2025-02-08,2.18,286,338,27,
664527331414481162,1 comfy bedroom ideal for business and convenient,74983772,Sophia,,Kangaroo Point,-27.47826,153.03984,Private room,146,1,23,2024-02-22,0.65,6,365,0,
664951361446289916,Ellena Worker’s Cottage - Paddington,467932013,Sandra,,Paddington - Milton,-27.46143,152.99654,Entire home/apt,325,3,80,2025-05-07,2.26,2,283,18,
665017210260757423,Comfy 2-Bed with Pool and Secure Parking,279001183,MadeComfy,,Spring Hill,-27.46306,153.02327,Entire home/apt,191,3,43,2025-05-09,1.25,93,290,13,
665414892121189278,"Modern Apt w/ Mountain Views, Car Park & Roof Pool",78924442,Lee And Bella,,Fortitude Valley,-27.45508,153.03298,Entire home/apt,135,1,116,2025-05-25,3.26,286,320,31,
665475621351094564,"Pool, Carpark & Wifi, Super Central 1BD Unit in SB",97177917,Olivia,,South Brisbane,-27.47722,153.0162,Entire home/apt,219,2,85,2024-10-07,2.44,129,0,9,
666216355853478041,Inner city two bedroom home with pool,14997342,Chris,,Red Hill (Qld),-27.4563101,153.0059969,Entire home/apt,380,3,28,2025-06-01,0.85,1,331,7,
668691463695843351,52nd Floor with Panoramic Views of Brisbane City,279001183,MadeComfy,,Brisbane City,-27.47168,153.02881,Entire home/apt,158,3,69,2025-06-02,1.97,93,271,20,
670479435080930122,The Silky Oak,367426790,Sushada,,Rocklea - Acacia Ridge,-27.55068,153.01733,Entire home/apt,180,2,3,2023-01-08,0.10,1,11,0,
670672078839125130,Rainforest Glamping in Outer-Brisbane,355577801,Alexa,,Pinjarra Hills - Pullenvale,-27.51966,152.8806,Entire home/apt,998,1,0,,,1,365,0,
671417633604779712,Lovely hotel unit with Pool in CBD,468413623,Adde,,Brisbane City,-27.47091,153.02727,Entire home/apt,114,1,261,2025-05-25,7.41,3,171,100,
672030820054871161,Penthouse Studio+Balcony Mantra on Queen building,103930422,Mark,,Spring Hill,-27.4614,153.03023,Entire home/apt,147,6,45,2025-05-30,1.29,2,10,24,
672085100386513605,Modern House W/Private Bath & Queen Sized Bed Room,367421484,Eva,,Doolandella,-27.61532,152.98887,Private room,74,1,5,2023-09-24,0.14,1,364,0,
673431859979696979,Drayton Apt Upstairs (SEQ) - 3 bedroom 2 bathroom,69434871,Cindy,,Wynnum,-27.4500033,153.1704211,Entire home/apt,445,91,7,2023-07-07,0.20,3,365,0,
674147742586846128,Enchanteur Ancassa,172924204,Nathalie,,Cannon Hill,-27.4664519,153.0879404,Entire home/apt,197,1,49,2025-06-03,2.20,1,280,40,
674920544702579361,"Brisbane CBD Skytower River view,FREE WiFi&Carpark",94947389,Cheng,,Brisbane City,-27.4718535,153.0288312,Entire home/apt,,365,60,2024-07-06,1.73,4,0,3,
675051688028433460,Urban Hideaway overlooking golf course.,99329861,Cathy,,The Gap,-27.445208316247648,152.95719102698365,Entire home/apt,113,1,101,2025-06-08,2.88,1,230,37,
677096982723098280,"Comfy room
Bridgeman Downs(R6)",35594773,Kee,,Bridgeman Downs,-27.36114,152.99097,Private room,56,1,73,2025-06-01,2.59,4,171,35,
678448025476478456,Lovely 1BR Free parking,183279399,Yen,,South Brisbane,-27.47701,153.0152,Entire home/apt,229,1,66,2025-05-29,2.01,2,15,7,
678732528700768263,Room with private bathroom and balcony + queen bed,471424121,Christien,,Wooloowin - Lutwyche,-27.42481,153.03138,Private room,80,3,48,2025-05-24,1.39,1,324,13,
679048208603777759,"'Nurture', by Olli & Flo - dog friendly B&B studio",6609201,Sonia,,Nudgee - Banyo,-27.36272,153.08538,Entire home/apt,175,1,267,2025-06-06,7.88,1,115,78,
680567529719066997,Modern and homely getaway in great location,110752902,Grace,,Oxley (Qld),-27.5521504,152.975444,Entire home/apt,133,3,76,2025-05-20,2.21,1,322,25,
681934272782807174,"Beautifully presented, 4 bedroom, 2 bathroom, DLUG",472257773,Airo,,Rochedale - Burbank,-27.542947,153.1273937,Entire home/apt,238,8,12,2025-05-05,0.36,2,242,6,
683641221021590979,"Location, location, location - large 2 bedroom",213070467,Sharyn,,Manly - Lota,-27.45532,153.18606,Entire home/apt,249,1,110,2025-05-19,3.20,5,214,26,
683647452381873336,Timeless Opulence - Top Floor Woolstore Teneriffe,10440464,Jonathan,,Newstead - Bowen Hills,-27.45813,153.04867,Entire home/apt,548,90,40,2024-07-29,1.18,14,199,3,
683657206021564644,Executive Three Bedroom Home in Hamilton,161218980,Kangaroo Point Real Estate,,Hamilton (Qld),-27.43856,153.0623,Entire home/apt,455,4,23,2025-05-31,0.70,16,206,4,
683715409831322380,Gabba's Hidden Gem,411806799,Jay,,Woolloongabba,-27.49578,153.03684,Entire home/apt,135,5,59,2025-05-06,2.08,2,177,25,
684304006057092639,Stunning and Modern house with amazing City views,93552515,Anjeleen,,Greenslopes,-27.50807,153.05311,Entire home/apt,377,3,14,2024-05-20,0.41,1,313,0,
684524386751642466,City view apartment at Fortitude Valley,68198263,Liis,,Fortitude Valley,-27.45396,153.03682,Entire home/apt,176,2,115,2025-05-15,3.49,2,274,30,
684762885048533753,Inner City Apartment Living in Quiet Location,279001183,MadeComfy,,St Lucia,-27.4932,153.00615,Entire home/apt,171,3,38,2025-04-21,1.12,93,13,5,
684923372227253522,Comfort and convenient 2 bedroom Apt w Parking,401146490,Hao,,Fortitude Valley,-27.45578,153.03224,Entire home/apt,176,1,95,2025-05-24,2.79,8,151,22,
684985235274030259,Prime front house location with superb ocean views,30558520,Paula,,Moreton Island,-27.1817271,153.3743288,Entire home/apt,459,3,0,,,30,273,0,
686474481970750707,Large room  Brisbane north (R2),35594773,Kee,,Bridgeman Downs,-27.35955,152.99149,Private room,63,1,111,2025-05-18,3.21,4,166,39,
687194060394637063,Cozy 1 bedroom apartment with pool near Airport.,37462146,Tara,,Nudgee - Banyo,-27.38147435008842,153.08175768703222,Entire home/apt,130,1,210,2025-06-07,6.83,1,286,88,
687799208391226486,Convenient location 1 bedroom in a shared house,74983772,Sophia,,Kangaroo Point,-27.47726,153.03862,Private room,130,2,17,2025-05-03,0.50,6,365,2,
687919371224792105,Guest Lodge on the Bayside,46973909,Blake,,Manly West,-27.46051,153.17579,Entire home/apt,126,2,72,2025-05-30,2.11,1,300,29,
688085542098058007,Entire house Parkside Bright & Modern 5 Brm 5 Bth,14694581,Greg,,Norman Park,-27.48475873513591,153.07419821619987,Entire home/apt,350,6,48,2025-06-01,1.62,1,6,19,
688118029469353401,10 min walk HSW | 2 Bath | NY-Style Loft in CBD,122419755,Jessica,,Brisbane City,-27.46306,153.03155,Entire home/apt,152,1,82,2025-05-25,2.40,3,281,34,
688233543186835792,Lovely bedroom near UQ and city,382654686,Rod,,St Lucia,-27.4948,153.00308,Private room,77,2,39,2025-05-31,1.14,2,344,15,
688526681289049414,Small 4 Beds home in Calamvale Perfect for transit,372614663,Anna  Q,,Calamvale - Stretton,-27.61739,153.04846,Entire home/apt,,2,31,2025-02-07,0.92,1,0,12,
688553681068669333,Acreage guest house,53925261,Susan,,Pinjarra Hills - Pullenvale,-27.51409,152.90422,Entire home/apt,,2,87,2025-02-17,2.53,1,50,15,
688720246023319347,Rose Cottage,225322631,Fi,,Indooroopilly,-27.50735,152.96074,Entire home/apt,200,3,30,2025-05-23,0.90,1,25,25,
689500123097449924,1BR WITH VIEWS OF THE FAMOUS HOWARD SMITH WHARVES,138649185,Sidharth,,Brisbane City,-27.46489,153.02981,Entire home/apt,499,3,0,,,45,363,0,
690058994202037943,Quiet rainforest retreat close to the CBD,67100867,Marcus,,Newmarket,-27.43189,153.00193,Entire home/apt,138,2,169,2025-06-04,7.22,1,62,68,
691576785087615694,SkyHigh Style ~ 2Bed/2Bath/1Car/VIEWS! ~ CBD,3384506,Andy,,Brisbane City,-27.47145,153.02854,Entire home/apt,442,7,94,2025-06-01,2.78,120,54,44,
692499217005831568,Luxury Residence Heated  Magnesium Pool+Parking,6827017,John A,,Wooloowin - Lutwyche,-27.41341,153.05013,Entire home/apt,545,1,27,2025-06-03,1.46,4,236,20,
692519401107767129,Queen Room,106197157,Jiaoyang,,East Brisbane,-27.4873026,153.0430244,Private room,79,1,3,2025-04-19,1.14,11,362,3,
692606975227392494,"Private entry, private bathroom, free parking",474808261,Phuong,,Forest Lake - Ellen Grove,-27.63091,152.96812,Private room,68,1,165,2025-05-23,4.86,2,331,67,
692867172127427381,Very comfortable & private guest-house on the hill,155079275,Mark,,Morningside - Seven Hills,-27.4758,153.07054,Entire home/apt,108,3,128,2025-06-05,3.79,1,91,46,
692907275379713821,Cheerful room in a 4-bed villa with pool,176481493,Sudipta,,Morningside - Seven Hills,-27.478523432565762,153.0727193132043,Private room,73,2,138,2025-05-10,4.06,1,254,49,
693042979885411161,Nice apartment with parking. South Bank & city,122480294,Sam,,South Brisbane,-27.4708,153.01698,Entire home/apt,,1,43,2025-01-25,1.26,9,0,11,
693937719838777071,Fully Renovated 3 Bedroom House,364244140,Glen,,Belmont - Gumdale,-27.4960952,153.1390355,Entire home/apt,378,3,19,2025-04-19,0.58,2,347,3,
694580563691449998,"Stunning River View Unit, 4kms From City & Airport",316571694,Ana,,Hamilton (Qld),-27.4394837,153.0674227,Entire home/apt,391,3,73,2025-05-05,2.23,1,282,20,
694745034371111247,Chic 2BR w/h Gorgeous Views of the City,138649185,Sidharth,,Brisbane City,-27.47108,153.02607,Entire home/apt,585,3,0,,,45,363,0,
695141712336574205,Luxe Sub-Penthouse w/ Rooftop Pool & 2 Car Parks,78924442,Lee And Bella,,Fortitude Valley,-27.45497,153.03241,Entire home/apt,234,3,130,2025-05-15,3.86,286,350,40,
695189537138460466,New Designer Built Boutique Holiday Home@Heathwood,97177917,Olivia,,Pallara - Willawong,-27.62576,152.98679,Entire home/apt,,2,46,2025-06-03,1.34,129,171,14,
695258210093372999,James Street Precinct- Close to Everything,6492827,Jeremy,,Fortitude Valley,-27.45861,153.03877,Entire home/apt,163,2,131,2025-06-03,4.44,3,85,38,
