id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
37380,Handy to Brisbane Airport,161432,Ann,,Wavell Heights,-27.39613,153.05249,Entire home/apt,198,3,70,2025-05-20,0.47,2,259,23,
325029,Sunny Home - 2 Bed & Deck,1564865,Roge,,West End,-27.48294,153.0108,Entire home/apt,231,2,205,2025-05-17,1.79,2,74,19,
458131,Cat lovers needed! 2 bedroom house with cat!,654019,Sue,,Fairfield - Dutton Park,-27.50951,153.02559,Entire home/apt,,14,2,2014-10-12,0.01,1,0,0,
468726,"Near the city By the river Close to UQ, Milton",2318421,Bell,,Auchenflower,-27.47546,153.00183,Entire home/apt,216,2,24,2025-01-27,0.16,5,349,3,
469007,Nice Room in Large Homely Residence,2328120,Peter,,Rocklea - Acacia Ridge,-27.59141,153.04508,Private room,50,2,55,2024-02-29,0.35,1,159,0,
472661,"Riverview, near Brisbane City ,",2318421,Bell,,Paddington - Milton,-27.47424,153.0022,Entire home/apt,252,2,27,2022-07-09,0.19,5,240,0,
500965,Family 3 Bedroom with aircon bedrooms,2471742,Albert,,Spring Hill,-27.46281,153.03009,Entire home/apt,,3,125,2024-02-17,0.93,4,0,0,
540583,"Room 1 A room, a home a place to stay/base",2656870,Carol,,Riverhills,-27.56106,152.90842,Private room,40,1,437,2025-05-17,4.45,2,263,61,
554438,Tarragindi Airbnb 2 bedroom 1 bath,2725619,Andrea,,Tarragindi,-27.53652,153.04888,Private room,200,5,137,2023-06-23,0.87,5,351,0,
624126,Spacious 2BR  unit– 5 Min Walk Convention Centre,127135,Jan,,South Brisbane,-27.4781,153.01814,Entire home/apt,351,3,317,2025-06-02,2.03,1,128,22,
641140,Studio Apartment **** Brisbane CBD,3202696,Peter,,Spring Hill,-27.46342,153.02809,Entire home/apt,160,3,147,2025-05-01,0.95,14,130,7,
685296,2 Bedroom 2 bathroom City Apartment,3202696,Peter,,Brisbane City,-27.46372,153.02964,Entire home/apt,209,4,161,2024-12-08,1.11,14,146,9,
720741,Beautiful Suburban Acreage,2710969,Ming,,Rochedale - Burbank,-27.56861,153.13671,Private room,77,1,35,2025-05-04,0.92,2,365,4,
754266,Great House in the City Centre 1,3968712,Nancy,,Spring Hill,-27.46249,153.02234,Private room,90,90,29,2016-10-29,0.19,2,365,0,
774997,Studio Apartment in Brisbane CBD,3202696,Peter,,Spring Hill,-27.46318,153.02912,Entire home/apt,157,4,155,2025-05-18,1.04,14,130,14,
938653,Brisbane CBD - Close to Everything,5070129,Jo,,Spring Hill,-27.46112,153.02605,Private room,100,2,44,2025-02-18,0.29,1,259,1,
964597,Great House in the City Centre 2,3968712,Nancy,,Spring Hill,-27.46428,153.02368,Private room,85,90,12,2015-10-09,0.08,2,365,0,
1090129,"Lone Pine Retreat - Bright and airy, pets welcome",5989897,Kate,,Enoggera,-27.4316,152.98991,Entire home/apt,163,2,110,2025-04-30,0.77,3,277,7,
1295223,Stylish 2 Bedroom Unit - Aircon WiFi Phone,7043053,Dianne,,Morningside - Seven Hills,-27.47118,153.0743,Entire home/apt,153,3,170,2025-06-02,1.18,1,21,19,
1430137,Valley room with private courtyard,4967480,Rowan,,Fortitude Valley,-27.4568,153.03356,Private room,79,3,329,2025-05-18,2.29,3,38,44,
1442705,2 bedroom apartment in leafy suburb,7746724,Karen,,Kenmore,-27.51136,152.93874,Entire home/apt,150,7,56,2025-05-26,0.47,3,149,9,
1479909,The Heart of South Bank,6509735,Alex N Rhonda,,South Brisbane,-27.47838,153.02295,Private room,131,3,65,2024-05-20,0.45,1,0,0,
1661593,Riverfront home near the Story Bridge,9131552,Mimi,,Kangaroo Point,-27.46927,153.03663,Entire home/apt,412,2,290,2025-05-29,2.12,1,223,47,
1915788,2nd Large room in granny flat in contempory house,6281110,Aman,,Highgate Hill,-27.48877,153.01613,Private room,71,1,31,2025-05-05,0.22,2,312,7,
1956005,Bardon Sanctuary - leafy outlook - close to city,10109943,Shaktiprem,,Bardon,-27.4548,152.98152,Entire home/apt,191,4,24,2024-11-23,0.22,2,208,2,
1963332,Spacious double room modern house,10144106,Jenny,,Sherwood,-27.53158,152.98865,Private room,85,14,1,2015-12-06,0.01,2,190,0,
1963513,Stay on Q. Central location- Gabba,10144784,Jennifer,,Woolloongabba,-27.49379,153.03969,Entire home/apt,121,2,595,2025-06-05,4.45,2,164,68,
1971015,"Lambert House, City Luxury, Sleeps 16",4206298,Jennifer,,Kangaroo Point,-27.47584,153.03825,Entire home/apt,700,28,9,2024-12-10,0.08,22,353,1,
1995240,Bright Fortitude Valley room,4967480,Rowan,,Fortitude Valley,-27.45737,153.03524,Private room,64,3,297,2025-05-24,2.12,3,25,53,
2047494,Self contained apartment in Toowong,10496579,Pam,,Toowong,-27.48082,152.98409,Entire home/apt,141,2,284,2025-05-05,2.04,1,302,17,
2194081,Quiet & Cosy Unit,11190102,Coral,,Aspley,-27.36883,153.03581,Private room,65,1,326,2025-05-17,2.37,1,125,32,
2233834,Brisbane Warehouse Apartment CBD 2Bd 2Bath parking,11403501,Dal,,Brisbane City,-27.46328,153.03009,Entire home/apt,279,2,221,2025-05-31,1.64,1,215,20,
2285471,Self contained Garden Suite with pool access,11501087,Alexandra,,Taringa,-27.49176,152.97246,Entire home/apt,136,2,125,2025-06-02,0.94,1,3,49,
2357039,Cosy 1bed in Fortitude Valley - FREE Parking,9604456,Julie-Anne,,Fortitude Valley,-27.45973,153.03149,Entire home/apt,130,2,611,2025-05-24,8.27,1,60,82,
2401148,"Light, Bright private and Central",12271060,Anne,,Highgate Hill,-27.4871,153.01316,Entire home/apt,113,3,25,2017-09-09,0.18,1,1,0,
2407018,Garden Flat - Great Location,11558462,Kevin,,West End,-27.48716,153.0045,Entire home/apt,77,14,230,2025-04-21,1.69,1,125,10,
2441703,StayonQ Central location-Gabba & PAH,10144784,Jennifer,,Woolloongabba,-27.49176,153.03755,Entire home/apt,160,2,456,2025-06-01,3.36,2,218,47,
2443646,"3 bedroom Family Friendly Home, Fairfield 4103",2626196,Trevor,,Fairfield - Dutton Park,-27.50837,153.01883,Entire home/apt,212,4,4,2018-04-13,0.03,1,15,0,
2489606,Apartment in Paddington,7366474,Michele,,Paddington - Milton,-27.46573,153.00056,Entire home/apt,143,3,319,2024-11-10,2.86,1,156,16,
2587898,Windsor Cosy Cottage,13251310,David Andrew,,Windsor,-27.44092,153.03377,Private room,72,2,4,2017-12-07,0.03,1,362,0,
2732655,Inner City Haven Enviro-Luxury - with free Parking,6221440,Phil,,Spring Hill,-27.46035,153.02618,Entire home/apt,569,3,361,2025-05-05,2.89,1,113,12,
2804936,Chill Camp Hill,14348626,Tracey,,Camp Hill,-27.49103,153.06873,Entire home/apt,345,10,106,2025-04-16,0.80,6,62,6,
3186758,Blue Moon Beach House,15546129,Helen,,Moreton Island,-27.18021,153.37491,Entire home/apt,499,4,64,2025-05-17,0.49,1,256,3,
3586293,"Stunning, new Bayside apartment",17892744,Harold,,Manly - Lota,-27.45799,153.18196,Private room,1005,1,2,2015-12-29,0.02,1,270,0,
3730528,Manly Garden Home at Moreton Bay,16354288,Dr. Barbara,,Manly West,-27.4702,153.16399,Entire home/apt,155,3,338,2025-05-19,2.59,2,220,33,
3768058,2 Bedroom/ 2 bathroom Spacious Apartment,3202696,Peter,,Spring Hill,-27.46146,153.02817,Entire home/apt,206,5,48,2024-11-18,0.37,14,158,3,
3916092,Hawthorne on the Park,14348626,Tracey,,Hawthorne,-27.4647,153.06119,Entire home/apt,341,10,69,2025-04-16,0.54,6,67,4,
4025665,Chic Master in Brisbane's Oasis,20194687,Dongliang,,Robertson,-27.5608,153.05313,Private room,66,60,1,2024-01-06,0.06,1,87,0,
4085109,LUXURY garden townhouse in WEST END,21146791,Mark,,West End,-27.48206,153.0105,Entire home/apt,126,3,332,2025-05-14,2.55,2,180,29,
4113315,Self-Contained Private Large Room With Ensuite,21154841,Melanie,,Morningside - Seven Hills,-27.47393,153.07338,Private room,86,2,116,2025-05-04,0.89,1,224,15,
4114318,LUXURY top level townhouse WEST END,21146791,Mark,,West End,-27.48217,153.01025,Entire home/apt,135,3,249,2025-06-01,1.99,2,143,14,
4167586,CBD Prestige Executive Residence on Anzac Square,18427776,Theresa,,Brisbane City,-27.466686248779297,153.02633666992188,Entire home/apt,230,90,35,2020-06-28,0.27,1,186,0,
4211565,Brisbane/Paddington Studio,20535575,Peter,,Paddington - Milton,-27.46235,153.00734,Entire home/apt,134,2,408,2025-06-01,3.14,1,50,44,
4219392,Green Gables Auchenflower,9411528,Ian,,Auchenflower,-27.47618,152.99905,Entire home/apt,340,2,30,2025-02-23,0.23,2,365,1,
4307428,large Character home with City views,22359640,Djamel,,Annerley,-27.51876,153.03627,Entire home/apt,1117,5,11,2021-01-07,0.10,1,177,0,
4312753,Guest Suite & Bathroom Inner City Queenslander,14178599,Tracey,,Chelmer - Graceville,-27.51721,152.98,Private room,130,3,15,2025-06-02,0.12,1,59,10,
4345451,Cosy Cottage in Camp Hill - pet friendly,11744773,Joanna,,Camp Hill,-27.48848,153.0688,Entire home/apt,123,2,148,2025-05-15,1.18,1,311,14,
4366414,Tara's place-Gabba Apartment,22664598,Tara,,Woolloongabba,-27.48661,153.03552,Entire home/apt,153,3,166,2025-05-16,2.04,2,231,23,
4424291,Large private room & desk in large inner city home,6123236,Jo,,Wooloowin - Lutwyche,-27.42416,153.03589,Private room,77,2,130,2025-05-18,1.04,1,353,16,
4449006,"Inner city, homely, family friendly, green space",22588581,Louise,,West End,-27.48595,153.0075,Private room,55,2,222,2025-06-04,1.73,1,2,41,
4485914,Stay in a piece of Brisbane history -The Mary,23275306,Marisa,,East Brisbane,-27.47929,153.04762,Private room,117,3,27,2025-04-23,0.23,2,313,9,
4497228,STUNNING TROPICAL OASIS,6827017,John A,,Wooloowin - Lutwyche,-27.41571,153.04683,Entire home/apt,481,1,197,2024-11-20,1.55,4,305,7,
4504156,Contemporary sunny Queenslander with lots to offer,23359237,Barry,,Kelvin Grove - Herston,-27.44951,153.00802,Private room,138,2,271,2025-04-13,2.12,1,31,30,
4514939,Guest Room - Queen Bedroom,10400335,Clint,,Indooroopilly,-27.50335,152.97411,Private room,96,1,0,,,1,365,0,
4536021,"Large House 9m pool stroll restaurants, train, bus",111896338,Alex,,Morningside - Seven Hills,-27.47054,153.06565,Entire home/apt,222,7,45,2025-05-05,0.35,1,58,5,
4559017,"Self-cont Garden Studio, mins CBD Hospitals Unis",2051439,Malc,,Tarragindi,-27.51793,153.03811,Entire home/apt,80,28,39,2021-04-23,0.31,1,212,0,
4559417,Bardon Bed & Breakfast - Blue Room,23637504,Zoe And Bruce,,Bardon,-27.44954,152.98541,Private room,79,3,39,2024-12-04,0.33,3,12,2,
4561268,Bardon Bed & Breakfast -Green Room,23637504,Zoe And Bruce,,Bardon,-27.44959,152.98529,Private room,79,3,94,2025-05-29,0.79,3,27,12,
4583661,Luxury Warehouse,7619620,Anastasia,,Brisbane City,-27.463286828436523,153.0326574117237,Entire home/apt,372,6,2,2025-04-24,0.38,1,114,2,
4609151,Quiet New Farm  Studio Unit in leafy street,23882799,Ruby + Anee,,New Farm,-27.47077,153.04656,Entire home/apt,120,3,206,2025-05-17,2.43,1,260,20,
4632153,"All you need: Best Value,Quality AC RM,Close 2 CBD",1422218,Efrat,,West End,-27.48268,153.00562,Private room,84,180,90,2021-07-23,0.72,2,365,0,
4689408,TOOWONG?? TOO RIGHT!!,11895235,Valma,,Toowong,-27.48395,152.98041,Private room,48,3,21,2025-03-22,0.53,2,243,7,
4710371,Bardon gorgeous home mins to CBD Suncorp & cafes,23470100,Margo,,Bardon,-27.4654,152.99032,Private room,149,2,50,2025-02-20,0.40,1,304,8,
4851708,TADPOLES' RETREAT - A Sleeman Competitors' Fav,4661694,Donna,,Belmont - Gumdale,-27.49532,153.15732,Entire home/apt,131,2,376,2025-05-29,2.96,1,247,45,
4868382,"Annerley Abode - spacious flat, cosy, convenient",25042192,Ruth,,Annerley,-27.51624,153.02825,Entire home/apt,135,2,83,2025-06-07,2.74,1,277,23,
4958434,Modern townhouse with pool and gym,10144106,Jenny,,Sherwood,-27.53212,152.98932,Private room,103,2,194,2025-06-01,1.53,2,75,30,
4966443,Greenslopes Hospital garden flat,3288516,Kelly,,Coorparoo,-27.50371,153.05345,Entire home/apt,150,4,107,2025-05-12,0.85,1,305,13,
4976424,Kenmore Cottage - feel at home,24959316,Lisa And Peter,,Kenmore,-27.51116,152.92796,Entire home/apt,108,2,144,2025-05-28,1.21,1,240,30,
5021803,Luxurious private room with ensuite,23125742,Brian (& Marie),,Balmoral,-27.45627,153.06482,Private room,205,1,13,2025-02-16,0.10,2,198,1,
5034187,Modern tree house with views,25987888,Jeremy,,Bardon,-27.47044,152.9881,Entire home/apt,125,2,81,2025-06-02,0.76,1,261,18,
5107368,Self contained studio near CBD & Suncorp Stadium,26392068,David,,Paddington - Milton,-27.4678,153.01029,Private room,107,2,211,2025-06-08,1.68,1,107,32,
5137002,5 Star - 2 Bdrm Inner Nth City Apt,8739346,Ben,,Clayfield,-27.4251,153.05116,Entire home/apt,207,12,46,2025-05-02,0.37,2,324,3,
5175595,Stylish & Inner City at Roma Street Parklands,22600993,Shireen,,Brisbane City,-27.46304,153.01711,Entire home/apt,225,2,52,2017-10-24,0.41,1,18,0,
5289258,2 BEDROOMS IN QUIET PRIVATE HOME/WIFI/FREE PARKING,15841468,Hana,,Everton Park,-27.39798,152.99182,Entire home/apt,131,2,51,2024-01-26,0.41,2,88,0,
5319764,Elegant fully restored 25ft 1950's Vintage Caravan,27549387,Justin,,Paddington - Milton,-27.46173,152.9921,Entire home/apt,112,2,49,2025-05-22,0.51,2,325,9,
5349762,Feels like a treehouse!,27727175,Storm,,Moorooka,-27.528789520263672,153.022705078125,Private room,75,4,27,2024-07-22,0.22,2,281,1,
5356680,Modern Studio & Spa Ten Minutes to Airport and CBD,27768238,Tess,,Wooloowin - Lutwyche,-27.42011,153.04257,Entire home/apt,140,1,904,2025-05-29,7.24,1,308,86,
5433952,Toowong - Studio Suite,11895235,Valma,,Toowong,-27.48519,152.98024,Entire home/apt,88,2,48,2025-02-14,0.50,2,248,5,
5449953,"Private Courtyard & Deck, Airport 15 min,City 3km",21702754,Natasha,,Kelvin Grove - Herston,-27.44577,153.01259,Private room,,3,81,2024-11-18,0.65,3,0,16,
5713278,1 bedroom in Holland Park,14150625,Andrew,,Holland Park,-27.52332,153.07533,Private room,,1,1,2024-04-08,0.07,1,0,0,
5729406,The Palms on James street,18059596,Greg And Lyn,,New Farm,-27.4588,153.04218,Entire home/apt,525,4,21,2025-05-04,0.17,1,85,3,
5785772,West End Studio 5,13975073,Craig,,West End,-27.48307,153.00602,Entire home/apt,149,2,258,2025-05-20,2.09,2,225,11,
5825472,"Spacious, comfortable room in family home",30237661,Pam,,Mansfield (Qld),-27.54289,153.10408,Private room,58,3,104,2025-05-26,0.85,1,278,10,
5917644,Private one bedroom with a view,24786618,Sanjaya,,Chapel Hill,-27.50345,152.96036,Private room,34,7,79,2025-03-18,0.74,1,78,4,
6057106,Modern Luxury in Ageless Woolstore - Teneriffe,10878333,Rebecca,,Newstead - Bowen Hills,-27.45921,153.04911,Entire home/apt,284,1,46,2024-04-12,1.40,1,364,0,
6091857,Cosy room close to all you need,27743337,Chedi,,Newmarket,-27.43691580737247,153.00877574338304,Private room,292,1,0,,,1,365,0,
6097266,Family house in Manly village,30827059,John,,Manly - Lota,-27.45383,153.18288,Entire home/apt,690,6,2,2018-01-10,0.02,1,35,0,
6189062,Chic Kangaroo Point Cliff Apartment,9043526,Nguyet,,Kangaroo Point,-27.48266,153.03342,Entire home/apt,190,90,56,2024-05-07,0.46,2,202,0,
6216472,Great Location for City and Airport,20226123,Lani,,Nundah,-27.4083,153.05854,Private room,60,3,48,2025-06-06,0.39,1,144,3,
6267867,Beautiful Cottage inner city perfect for kids,20283058,Jessica Helen,,Greenslopes,-27.50535774230957,153.04400634765625,Entire home/apt,,4,9,2024-03-30,0.07,2,0,0,
6281479,Southside Home - Cozy&Clean (Female Only),32632050,Michelle,,Eight Mile Plains,-27.57321,153.08938,Private room,64,3,41,2024-12-09,0.33,1,243,1,
6408231,Two bedroom Two bathroom Apartment,3202696,Peter,,Spring Hill,-27.46341,153.02784,Entire home/apt,209,3,40,2025-03-04,0.33,14,150,6,
6430368,"Great for families, Equipped kitchen, Bkfst inclu.",33560874,Jackson & Kathryn,,Algester,-27.62273,153.02301,Entire home/apt,103,5,240,2025-06-06,2.27,1,235,13,
6565539,4brm - The Old Church Brisbane City,4008638,Scott,,Paddington - Milton,-27.46481,153.01082,Entire home/apt,343,2,455,2025-05-25,3.73,1,132,46,
6731259,"Spacious, views, art,  plants, walk to Suncorp",35252339,Julie,,Red Hill (Qld),-27.45717,153.00926,Entire home/apt,155,3,161,2025-06-02,1.34,2,344,16,
6753965,Studio/Apartment,35249337,Maud,,Kedron - Gordon Park,-27.41278,153.02937,Entire home/apt,,14,95,2023-05-02,0.78,1,0,0,
6797141,Kates Place,20969399,Judy And Tony,,Kedron - Gordon Park,-27.40191,153.03349,Entire home/apt,99,2,350,2025-05-17,2.88,1,266,42,
6959551,Stylish & spacious Brisbane Inner City Apartment,1475909,Kristal,,East Brisbane,-27.48885,153.04606,Entire home/apt,147,3,71,2025-05-19,0.59,1,174,12,
6964757,Brisbane CBD Apartment on Queen,20554834,Peter,,Brisbane City,-27.46241,153.03113,Entire home/apt,145,3,105,2025-05-06,0.89,2,336,17,
7095721,Felix 374 Apartment Hotel is for you!,37192864,Joanne,,Brisbane City,-27.47018,153.02891,Entire home/apt,296,2,214,2025-03-03,1.77,1,17,4,
7182557,"Walk UQ, 7mins S/bank,10 mins city",12008817,Kerry,,Fairfield - Dutton Park,-27.50648,153.02827,Entire home/apt,165,28,118,2025-04-27,1.01,1,239,11,
7204768,Clean Charming Big Room with AirCon Close to CBD,37377564,Chris,,Ashgrove,-27.44287,152.99465,Private room,72,2,92,2025-04-18,0.77,2,189,23,
7208618,Jumbo 256mt sq 3 bedder w Giant Balcony 2 Car Park,21271325,Ruchi,,Brisbane City,-27.4631,153.03169,Entire home/apt,427,3,46,2025-04-20,1.20,2,26,11,
7408881,"Auberge on Annie - clean, swanky spot 4km to city",38820475,Elizabeth,,Auchenflower,-27.46994,152.99406,Entire home/apt,373,2,61,2023-05-19,0.51,1,89,0,
7481401,WHOLE QUIET 2 BEDROOM HOUSE;  FREE WIFI & PARKING,15841468,Hana,,Everton Park,-27.39804,152.99291,Entire home/apt,157,2,71,2025-05-18,0.63,2,171,13,
7507028,City Two Bedroom Two Bathroom Apart,3202696,Peter,,Spring Hill,-27.46333,153.0289,Entire home/apt,209,3,64,2024-11-14,0.54,14,154,3,
7520267,"Carina Heights:Fully self contained,Town House.",39408404,Margaret,,Carina Heights,-27.5011,153.09048,Entire home/apt,110,28,38,2025-05-25,0.32,1,172,4,
7548360,"Unit 2, Mountjoy Terrace Manly",28597821,Debbie,,Manly - Lota,-27.4522,153.1814,Entire home/apt,114,1,535,2025-06-03,4.48,2,250,75,
7564790,SANDY and BETTY and BILLY.,39661554,Sandra,,Taigum - Fitzgibbon,-27.34185,153.03469,Private room,72,2,19,2025-01-09,0.17,1,354,2,
7588889,Beachy spacious homely pad,34264588,Fi,,Nundah,-27.40634,153.06416,Entire home/apt,129,28,46,2025-05-23,0.39,1,96,10,
7972932,Hawthorne large room with ensuite,42073763,Kathryn,,Hawthorne,-27.46332550048828,153.05636596679688,Private room,,3,23,2024-05-19,0.19,1,0,0,
8044352,"Townhouse, Single Room, modern facilities, pool",42471981,Helen,,Mount Gravatt,-27.53113,153.09292,Private room,67,2,193,2025-06-01,1.82,1,228,18,
8256777,Superior  2-Bedroom Apartment,37517710,Hampton Court,,Clayfield,-27.42768,153.04543,Entire home/apt,179,2,154,2025-04-20,1.31,5,221,4,
8257735,"Tropical Paradise, self contained, near Hospitals",502388,Edwina,,Greenslopes,-27.51125,153.05526,Private room,86,5,80,2025-05-13,0.68,1,309,9,
8357700,"Highpoint Lodge, Teneriffe, Brisbane",24806776,Richard,,Newstead - Bowen Hills,-27.45514,153.04443,Entire home/apt,149,2,332,2025-05-18,2.81,2,245,26,
8372181,Westmont RM 7 Queen: No cleaning fees! Discounted!,43728758,Clarry,,West End,-27.47913,153.01157,Private room,,28,45,2025-04-30,0.42,14,5,8,
8378174,Self Contained  Flat with own entrance,20405574,Brenda,,Wooloowin - Lutwyche,-27.40908,153.04795,Entire home/apt,136,1,312,2025-05-01,2.64,1,217,38,
8444726,Westmont Rm 13 Queen: No cleaning fees!,43728758,Clarry,,West End,-27.47857,153.01045,Private room,,28,25,2023-09-13,0.21,14,3,0,
8444970,Central West End RM 2 Queen: Clean and cosy!,43728758,Clarry,,West End,-27.47884,153.01074,Private room,,28,12,2025-03-28,0.11,14,0,3,
8487144,Big Sale! Westmont West End Rm 3 Double: Reduced!,43728758,Clarry,,West End,-27.47846,153.01028,Private room,62,28,59,2025-01-08,0.51,14,35,8,
8487566,Westmont Rm4: King or Twin. Discounted rate!,43728758,Clarry,,West End,-27.48079,153.01178,Private room,68,28,47,2025-05-22,0.43,14,33,3,
8487656,Westmont RM 1 Single: Cosy in Central West End!,43728758,Clarry,,West End,-27.48059,153.01164,Private room,59,28,43,2025-05-12,0.44,14,43,5,
8487848,Westmont RM 6 Queen: No cleaning fees! Discounted!,43728758,Clarry,,West End,-27.47922,153.01245,Private room,,28,36,2024-10-02,0.32,14,0,2,
8487924,Westmont RM 12 King or Twin: Massive Discount!,43728758,Clarry,,West End,-27.47882,153.01252,Private room,,28,35,2025-03-20,0.33,14,0,3,
8506401,Big Sale! West End RM 8 Queen: Reduced!,43728758,Clarry,,West End,-27.47985,153.01077,Private room,,28,31,2025-03-29,0.36,14,1,7,
8506478,Big Sale! Westmont Rm 9 Queen: Reduced!,43728758,Clarry,,West End,-27.47924,153.01044,Private room,,28,32,2025-02-22,0.29,14,0,4,
8506560,Central West End RM 10 Queen: Balcony with a view!,43728758,Clarry,,West End,-27.47919,153.01246,Private room,,28,46,2025-04-17,0.41,14,0,4,
8508884,Westmont Rm 11 Queen: Last minute cancellation!,43728758,Clarry,,West End,-27.47993,153.01186,Private room,66,28,21,2024-04-30,0.22,14,12,0,
8509094,Westmont RM 5 Queen: No cleaning fees!,43728758,Clarry,,West End,-27.47853,153.01239,Private room,,28,20,2025-02-27,0.19,14,0,5,
8509198,Big Sale! Westmont Rm 14 Single: Reduced!,43728758,Clarry,,West End,-27.47927,153.01037,Private room,,28,20,2024-03-26,0.17,14,33,0,
8527258,"Parkside Living Close to UQ, St Peters, Ironside",35175430,Simon,,Indooroopilly,-27.50371,152.98714,Entire home/apt,118,90,47,2021-10-18,0.41,1,171,0,
8829497,Alpaca View at Sunnybank,40361691,Cena,,Sunnybank,-27.5792,153.06539,Private room,70,1,185,2025-05-25,3.88,2,268,58,
8830243,Spacious CBD 3 Bedroom Apartment,43468137,Quest,,Brisbane City,-27.47168,153.02465,Hotel room,635,1,58,2025-05-30,0.50,4,292,6,
8833997,Absolute luxury riverside living in inner Brisbane,29265685,Deborah,,West End,-27.48358,153.00006,Entire home/apt,204,5,110,2025-05-06,0.96,1,147,14,
8974486,"Milton Mews Blue Townhouse - Auchenflower, pets",4206298,Jennifer,,Auchenflower,-27.47319,152.98895,Entire home/apt,280,28,16,2025-05-12,0.14,22,356,2,
9033959,2 Bed Apartment. Level 32.,47155022,Nader,,Brisbane City,-27.47233,153.02786,Private room,145,180,3,2015-11-11,0.03,1,363,0,
9066508,Blue Monkey Cottage,16023954,Sylvie,,St Lucia,-27.50089,152.99547,Entire home/apt,105,3,183,2023-12-14,1.69,1,83,0,
9177257,Cosy & Fully Contained 1 Bed Apartment,47756591,Zachary,,Seventeen Mile Rocks - Sinnamon Park,-27.55685,152.94203,Entire home/apt,105,14,45,2025-05-23,1.05,1,46,6,
9189368,Luxury living in Kangaroo Point,29618609,Peter,,Kangaroo Point,-27.46823,153.03592,Private room,107,2,331,2025-04-01,2.98,4,19,22,
9202679,Studio Apartment Taringa - Close to CBD & UQ,4020194,Dave,,Taringa,-27.49101,152.9808,Entire home/apt,97,5,128,2025-06-01,1.11,2,20,21,
9224682,Brookfield Cottage - Discount Available,46537783,Tessa,,Brookfield - Kenmore Hills,-27.49249,152.90592,Entire home/apt,114,21,35,2024-12-02,0.30,1,207,1,
9417386,Peaceful Queenslander room with private bathroom,14913063,Ratih And Selby,,Mitchelton,-27.42033,152.97491,Private room,94,1,49,2025-05-25,0.73,1,151,28,
9501463,Spacious room for Female,4652567,Ling Linda,,Calamvale - Stretton,-27.62944,153.04067,Private room,45,2,26,2024-12-20,0.24,1,240,5,
9576889,Fresh Apartment – Short Walk to Westfield,27611418,Milly,,Chermside,-27.386934581447576,153.0276582017541,Entire home/apt,154,1,137,2025-06-05,3.91,1,218,65,
9579054,Kick back in the private bush spa!,2725619,Andrea,,Tarragindi,-27.53607,153.04726,Private room,138,3,75,2025-04-21,0.65,5,335,6,
9579378,Tarragindi Air bnb 4 bedroom 2 bath,2725619,Andrea,,Tarragindi,-27.53707,153.04733,Private room,282,4,82,2025-05-24,0.71,5,288,7,
9579701,Leafy and Private river precinct,2472909,Suzanne,,Yeronga,-27.51391,153.00561,Entire home/apt,,7,167,2025-05-24,1.44,1,210,9,
9601934,Genuine Spacious Family Garden Home fully equipped,49675364,Christine,,Highgate Hill,-27.48919,153.02046,Entire home/apt,306,5,16,2025-05-28,0.80,1,58,10,
9616814,"All you need 2:Best Value,Quality AC RM,Close 2CBD",1422218,Efrat,,West End,-27.48281,153.00595,Private room,120,300,7,2018-05-14,0.07,2,365,0,
9653665,Queenslander studio close to PA Hospital &Qld Uni,49905123,Colin,,Annerley,-27.50215,153.03017,Private room,128,3,24,2025-03-27,0.21,1,269,3,
9699846,Spacious Townhouse in Red Hill,50090114,Jeanette,,Red Hill (Qld),-27.45426,153.00134,Entire home/apt,165,4,84,2025-05-05,0.73,1,208,8,
9737507,Amazing room and private bathroom,41670158,Catalina,,St Lucia,-27.49282,153.00808,Private room,120,30,0,,,1,330,0,
9737751,Large room in granny flat in contemporary house,6281110,Aman,,Highgate Hill,-27.48661,153.01756,Private room,71,1,50,2025-05-19,0.44,2,317,5,
9760246,Breathtaking river & mountain views apartment,50335024,Ying,,South Brisbane,-27.4728,153.01293,Entire home/apt,225,3,17,2025-05-29,1.08,1,291,13,
9843481,"Super stylish and central, with a view!",50684660,Gertrude St,,Highgate Hill,-27.4886531829834,153.01905822753906,Entire home/apt,140,4,129,2025-05-07,1.12,1,167,3,
9865051,Across River To CityCentre Entire Unit 24/7 Entry.,24388357,Liz,,Kangaroo Point,-27.48172,153.03622,Entire home/apt,160,4,583,2025-06-01,5.04,1,251,40,
9883008,1BD Lovely Entire Self-contained Apartment,50845468,Fiona,,Auchenflower,-27.47912,152.99816,Entire home/apt,233,4,38,2024-08-12,0.36,19,86,2,
9884660,Cool Flat - 2 Bed & Office,1564865,Roge,,West End,-27.48294,153.0108,Entire home/apt,183,2,100,2025-05-30,0.87,2,14,17,
9889768,3 Bedroom Apartment,2318421,Bell,,Auchenflower,-27.47528,153.002,Entire home/apt,319,1,8,2017-10-22,0.07,5,352,0,
9915797,"""Atrio"" - 2 Bed 2 Bath, Super Location!",50980594,Craig,,Fortitude Valley,-27.45983,153.03777,Entire home/apt,232,3,20,2025-02-21,0.18,8,341,5,
9942796,Yeerongpilly Delight -  large private space,47583678,David And Marget,,Yeronga,-27.52322,153.02345,Private room,100,2,88,2025-05-25,0.77,1,133,10,
